earthx,earthy,jwx,jwy
5161391646.749541,38954847128.455093,3713583292.736281,39345401695.579216
5173034174.977972,38997985342.386192,3725343592.520792,39388972302.475136
5184689588.459068,39041120077.006493,3737116908.094678,39432539394.785011
5196357886.153248,39084251328.467529,3748903238.408479,39476102968.621124
5208039067.019777,39127379092.921150,3760702582.411580,39519663020.096046
5219733130.016777,39170503366.519524,3772514939.052204,39563219545.322693
5231440074.101213,39213624145.415108,3784340307.277413,39606772540.414299
5243159898.228904,39256741425.760689,3796178686.033112,39650322001.484383
5254892601.354519,39299855203.709412,3808030074.264044,39693867924.646767
5266638182.431584,39342965475.414612,3819894470.913793,39737410306.015640
5278396640.412472,39386072237.030037,3831771874.924783,39780949141.705475
5290167974.248406,39429175484.709755,3843662285.238278,39824484427.831055
5301952182.889467,39472275214.608078,3855565700.794384,39868016160.507515
5313749265.284578,39515371422.879677,3867482120.532047,39911544335.850243
5325559220.381523,39558464105.679512,3879411543.389050,39955068949.975006
5337382047.126928,39601553259.162888,3891353968.302027,39998589998.997833
5349217744.466281,39644638879.485413,3903309394.206441,40042107479.035103
5361066311.343913,39687720962.802994,3915277820.036602,40085621386.203522
5372927746.703013,39730799505.271866,3927259244.725661,40129131716.620064
5384802049.485622,39773874503.048599,3939253667.205609,40172638466.402100
5396689218.632632,39816945952.290039,3951261086.407279,40216141631.667267
5408589253.083786,39860013849.153381,3963281501.260346,40259641208.533508
5420502151.777681,39903078189.796112,3975314910.693323,40303137193.119110
5432427913.651770,39946138970.376060,3987361313.633569,40346629581.542686
5444366537.642349,39989196187.051346,3999420709.007283,40390118369.923149
5456318022.684576,40032249835.980431,4011493095.739503,40433603554.379723
5468282367.712456,40075299913.322067,4023578472.754114,40477085131.031975
5480259571.658851,40118346415.235352,4035676838.973840,40520563095.999802
5492249633.455473,40161389337.879707,4047788193.320250,40564037445.403374
5504252552.032891,40204428677.414841,4059912534.713748,40607508175.363258
5516268326.320519,40247464430.000816,4072049862.073586,40650975282.000282
5528296955.246638,40290496591.797966,4084200174.317859,40694438761.435616
5540338437.738371,40333525158.967003,4096363470.363501,40737898609.790741
5552392772.721695,40376550127.668915,4108539749.126290,40781354823.187508
5564459959.121447,40419571494.065041,4120729009.520849,40824807397.748032
5576539995.861313,40462589254.317017,4132931250.460638,40868256329.594757
5588632881.863832,40505603404.586792,4145146470.857966,40911701614.850471
5600738616.050403,40548613941.036697,4157374669.623981,40955143249.638283
5612857197.341269,40591620859.829338,4169615845.668676,40998581230.081635
5624988624.655541,40634624157.127640,4181869997.900885,41042015552.304268
5637132896.911170,40677623829.094833,4194137125.228289,41085446212.430283
5649290013.024965,40720619871.894539,4206417226.557406,41128873206.584129
5661459971.912600,40763612281.690651,4218710300.793606,41172296530.890472
5673642772.488589,40806601054.647385,4231016346.841093,41215716181.474380
5685838413.666310,40849586186.929314,4243335363.602922,41259132154.461281
5698046894.357990,40892567674.701309,4255667349.980988,41302544445.976868
5710268213.474714,40935545514.128540,4268012304.876031,41345953052.147156
5722502369.926420,40978519701.376564,4280370227.187636,41389357969.098579
5734749362.621905,41021490232.611252,4292741115.814229,41432759192.957794
5747009190.468813,41064457103.998741,4305124969.653082,41476156719.851814
5759281852.373653,41107420311.705582,4317521787.600312,41519550545.908012
5771567347.241783,41150379851.898552,4329931568.550878,41562940667.254066
5783865673.977416,41193335720.744850,4342354311.398583,41606327080.017998
5796176831.483624,41236287914.411942,4354790015.036080,41649709780.328133
5808500818.662330,41279236429.067657,4367238678.354856,41693088764.313156
5820837634.414321,41322181260.880127,4379700300.245255,41736464028.102074
5833187277.639225,41365122406.017815,4392174879.596459,41779835567.824219
5845549747.235537,41408059860.649536,4404662415.296498,41823203379.609253
5857925042.100613,41450993620.944405,4417162906.232244,41866567459.587181
5870313161.130651,41493923683.071877,4429676351.289412,41909927803.888336
5882714103.220713,41536850043.201736,4442202749.352566,41953284408.643356
5895127867.264718,41579772697.504112,4454742099.305115,41996637269.983238
5907554452.155438,41622691642.149460,4467294400.029313,42039986384.039291
5919993856.784505,41665606873.308510,4479859650.406257,42083331746.943237
5932446080.042400,41708518387.152420,4492437849.315894,42126673354.827034
5944911120.818471,41751426179.852608,4505028995.637015,42170011203.822975
5957388978.000914,41794330247.580849,4517633088.247256,42213345290.063751
5969879650.476789,41837230586.509254,4530250126.023100,42256675609.682350
5982383137.132009,41880127192.810249,4542880107.839871,42300002158.812111
5994899436.851342,41923020062.656570,4555523032.571746,42343324933.586716
6007428548.518414,41965909192.221382,4568178899.091744,42386643930.140121
6019970471.015715,42008794577.678101,4580847706.271731,42429959144.606705
6032525203.224582,42051676215.200470,4593529452.982423,42473270573.121101
6045092744.025214,42094554100.962624,4606224138.093376,42516578211.818329
6057673092.296671,42137428231.138962,4618931760.472998,42559882056.833748
6070266246.916869,42180298601.904297,4631652318.988539,42603182104.303047
6082872206.762578,42223165209.433723,4644385812.506101,42646478350.362213
6095490970.709428,42266028049.902664,4657132239.890631,42689770791.147636
6108122537.631907,42308887119.486900,4669891600.005917,42733059422.796005
6120766906.403358,42351742414.362556,4682663891.714602,42776344241.444366
6133424075.895987,42394593930.706139,4695449113.878174,42819625243.230103
6146094044.980859,42437441664.694336,4708247265.356965,42862902424.290863
6158776812.527888,42480285612.504333,4721058345.010160,42906175780.764793
6171472377.405860,42523125770.313560,4733882351.695787,42949445308.790237
6184180738.482409,42565962134.299858,4746719284.270722,42992711004.505951
6196901894.624030,42608794700.641335,4759569141.590692,43035972864.050980
6209635844.696082,42651623465.516510,4772431922.510269,43079230883.564766
6222382587.562772,42694448425.104149,4785307625.882873,43122485059.187042
6235142122.087176,42737269575.583450,4798196250.560770,43165735387.057922
6247914447.131227,42780086913.133850,4811097795.395079,43208981863.317886
6260699561.555711,42822900433.935211,4824012259.235765,43252224484.107628
6273497464.220282,42865710134.167747,4836939640.931636,43295463245.568367
6286308153.983449,42908516010.011925,4849879939.330361,43338698143.841507
6299131629.702579,42951318057.648636,4862833153.278445,43381929175.068886
6311967890.233900,42994116273.259056,4875799281.621246,43425156335.392670
6324816934.432497,43036910653.024727,4888778323.202971,43468379620.955345
6337678761.152320,43079701193.127541,4901770276.866676,43511599027.899773
6350553369.246179,43122487889.749695,4914775141.454268,43554814552.369148
6363440757.565739,43165270739.073776,4927792915.806499,43598026190.506966
6376340924.961530,43208049737.282700,4940823598.762972,43641233938.457130
6389253870.282931,43250824880.559700,4953867189.162135,43684437792.363884
6402179592.378191,43293596165.088387,4966923685.841294,43727637748.371780
6415118090.094425,43336363587.052673,4979993087.636598,43770833802.625755
6428069362.277598,43379127142.636925,4993075393.383048,43814025951.271072
6441033407.772536,43421886828.025711,5006170601.914495,43857214190.453331
6454010225.422932,43464642639.404007,5019278712.063639,43900398516.318512
6466999814.071335,43507394572.957138,5032399722.662023,43943578925.012917
6480002172.559156,43550142624.870766,5045533632.540048,43986755412.683189
6493017299.726666,43592886791.330894,5058680440.526969,44029927975.476349
6506045194.412997,43635627068.523911,5071840145.450885,44073096609.539749
6519085855.456144,43678363452.636490,5085012746.138738,44116261311.021111
6532139281.692968,43721095939.855705,5098198241.416334,44159422076.068474
6545205471.959181,43763824526.368919,5111396630.108323,44202578900.830231
6558284425.089362,43806549208.363914,5124607911.038205,44245731781.455124
6571376139.916951,43849269982.028778,5137832083.028331,44288880714.092285
6584480615.274249,43891986843.551941,5151069144.899907,44332025694.891182
6597597849.992420,43934699789.122215,5164319095.472983,44375166720.001595
6610727842.901491,43977408814.928726,5177581933.566467,44418303785.573715
6623870592.830345,44020113917.160957,5190857657.998111,44461436887.758003
6637026098.606732,44062815092.008797,5204146267.584521,44504566022.705383
6650194359.057266,44105512335.662392,5217447761.141157,44547691186.566994
6663375373.007423,44148205644.312279,5230762137.482328,44590812375.494484
6676569139.281534,44190895014.149353,5244089395.421193,44633929585.639709
6689775656.702800,44233580441.364876,5257429533.769770,44677042813.155006
6702994924.093285,44276261922.150421,5270782551.338915,44720152054.192978
6716226940.273911,44318939452.697937,5284148446.938349,44763257304.906624
6729471704.064461,44361613029.199738,5297527219.376637,44806358561.449265
6742729214.283589,44404282647.848473,5310918867.461199,44849455819.974594
6755999469.748807,44446948304.837151,5324323389.998310,44892549076.636681
6769282469.276488,44489609996.359116,5337740785.793094,44935638327.589882
6782578211.681880,44532267718.608047,5351171053.649522,44978723568.989029
6795886695.779078,44574921467.778030,5364614192.370427,45021804796.989182
6809207920.381052,44617571240.063499,5378070200.757490,45064882007.745850
6822541884.299627,44660217031.659225,5391539077.611244,45107955197.414848
6835888586.345501,44702858838.760361,5405020821.731081,45151024362.152367
6849248025.328231,44745496657.562332,5418515431.915236,45194089498.114975
6862620200.056236,44788130484.261017,5432022906.960803,45237150601.459557
6876005109.336801,44830760315.052589,5445543245.663729,45280207668.343391
6889402751.976074,44873386146.133591,5459076446.818811,45323260694.924103
6902813126.779072,44916007973.700974,5472622509.219702,45366309677.359673
6916236232.549672,44958625793.951958,5486181431.658906,45409354611.808403
6929672068.090615,45001239603.084160,5499753212.927786,45452395494.429047
6943120632.203506,45043849397.295578,5513337851.816558,45495432321.380661
6956581923.688821,45086455172.784554,5526935347.114279,45538465088.822662
6970055941.345889,45129056925.749794,5540545697.608878,45581493792.914810
6983542683.972914,45171654652.390312,5554168902.087127,45624518429.817284
6997042150.366963,45214248348.905548,5567804959.334655,45667538995.690575
7010554339.323967,45256838011.495277,5581453868.135942,45710555486.695549
7024079249.638717,45299423636.359619,5595115627.274327,45753567898.993408
7037616880.104878,45342005219.699051,5608790235.532003,45796576228.745796
7051167229.514974,45384582757.714424,5622477691.690010,45839580472.114655
7064730296.660403,45427156246.606979,5636177994.528254,45882580625.262306
7078306080.331416,45469725682.578278,5649891142.825488,45925576684.351418
7091894579.317144,45512291061.830261,5663617135.359324,45968568645.545052
7105495792.405570,45554852380.565208,5677355970.906226,46011556505.006607
7119109718.383548,45597409634.985809,5691107648.241511,46054540258.899872
7132736356.036806,45639962821.295029,5704872166.139357,46097519903.388962
7146375704.149926,45682511935.696304,5718649523.372795,46140495434.638428
7160027761.506364,45725056974.393341,5732439718.713709,46183466848.813095
7173692526.888439,45767597933.590279,5746242750.932838,46226434142.078239
7187369999.077337,45810134809.491585,5760058618.799784,46269397310.599457
7201060176.853110,45852667598.302094,5773887321.082994,46312356350.542725
7214763058.994678,45895196296.226982,5787728856.549778,46355311258.074318
7228478644.279826,45937720899.471840,5801583223.966304,46398262029.361008
7242206931.485208,45980241404.242577,5815450422.097588,46441208660.569885
7255947919.386348,46022757806.745529,5829330449.707508,46484151147.868332
7269701606.757629,46065270103.187325,5843223305.558791,46527089487.424194
7283467992.372307,46107778289.774986,5857128988.413034,46570023675.405640
7297247075.002501,46150282362.715935,5871047497.030680,46612953707.981201
7311038853.419203,46192782318.217949,5884978830.171026,46655879581.319809
7324843326.392273,46235278152.489105,5898922986.592234,46698801291.590782
7338660492.690432,46277769861.737915,5912879965.051316,46741718834.963753
7352490351.081270,46320257442.173248,5926849764.304151,46784632207.608742
7366332900.331255,46362740890.004349,5940832383.105461,46827541405.696144
7380188139.205707,46405220201.440804,5954827820.208837,46870446425.396729
7394056066.468826,46447695372.692574,5968836074.366720,46913347262.881638
7407936680.883675,46490166399.969994,5982857144.330411,46956243914.322395
7421829981.212189,46532633279.483803,5996891028.850071,46999136375.890877
7435735966.215167,46575096007.445061,6010937726.674715,47042024643.759369
7449654634.652279,46617554580.065208,6024997236.552212,47084908714.100464
7463585985.282065,46660008993.556053,6039069557.229299,47127788583.087196
7477530016.861931,46702459244.129791,6053154687.451562,47170664246.892914
7491486728.148152,46744905327.998978,6067252625.963447,47213535701.691391
7505456117.895874,46787347241.376556,6081363371.508263,47256402943.656731
7519438184.859112,46829784980.475853,6095486922.828168,47299265968.963440
7533432927.790751,46872218541.510490,6109623278.664188,47342124773.786369
7547440345.442537,46914647920.694557,6123772437.756205,47384979354.300812
7561460436.565098,46957073114.242424,6137934398.842952,47427829706.682381
7575493199.907926,46999494118.368927,6152109160.662029,47470675827.107086
7589538634.219378,47041910929.289215,6166296721.949897,47513517711.751266
7603596738.246687,47084323543.218819,6180497081.441866,47556355356.791702
7617667510.735950,47126731956.373680,6194710237.872113,47599188758.405525
7631750950.432144,47169136164.970078,6208936189.973667,47642017912.770256
7645847056.079111,47211536165.224663,6223174936.478424,47684842816.063751
7659955826.419557,47253931953.354485,6237426476.117136,47727663464.464287
7674077260.195066,47296323525.576950,6251690807.619412,47770479854.150513
7688211356.146087,47338710878.109863,6265967929.713726,47813291981.301445
7702358113.011945,47381094007.171379,6280257841.127409,47856099842.096481
7716517529.530833,47423472908.980049,6294560540.586646,47898903432.715401
7730689604.439813,47465847579.754784,6308876026.816492,47941702749.338371
7744874336.474823,47508218015.714851,6323204298.540856,47984497788.145927
7759071724.370667,47550584213.079994,6337545354.482507,48027288545.318954
7773281766.861017,47592946168.070221,6351899193.363080,48070075017.038811
7787504462.678428,47635303876.905975,6366265813.903061,48112857199.487152
7801739810.554318,47677657335.808052,6380645214.821807,48155635088.846024
7815987809.218977,47720006540.997643,6395037394.837525,48198408681.297867
7830248457.401570,47762351488.696335,6409442352.667291,48241177973.025513
7844521753.830124,47804692175.126038,6423860087.027038,48283942960.212189
7858807697.231547,47847028596.509117,6438290596.631557,48326703639.041481
7873106286.331622,47889360749.068260,6452733880.194509,48369460005.697357
7887417519.854996,47931688629.026543,6467189936.428408,48412212056.364159
7901741396.525188,47974012232.607430,6481658764.044631,48454959787.226601
7916077915.064594,48016331556.034805,6496140361.753420,48497703194.469872
7930427074.194480,48058646595.532890,6510634728.263875,48540442274.279457
7944788872.634987,48100957347.326263,6525141862.283959,48583177022.841225
7959163309.105124,48143263807.639938,6539661762.520495,48625907436.341492
7973550382.322777,48185565972.699287,6554194427.679172,48668633510.966904
7987950091.004701,48227863838.730103,6568739856.464533,48711355242.904510
8002362433.866528,48270157401.958488,6583298047.579992,48754072628.341759
8016787409.622761,48312446658.611000,6597868999.727823,48796785663.466423
8031225016.986773,48354731604.914558,6612452711.609159,48839494344.466789
8045675254.670819,48397012237.096428,6627049181.923996,48882198667.531433
8060138121.386012,48439288551.384293,6641658409.371197,48924898628.849304
8074613615.842357,48481560544.006218,6656280392.648478,48967594224.609787
8089101736.748723,48523828211.190666,6670915130.452429,49010285451.002632
8103602482.812848,48566091549.166443,6685562621.478497,49052972304.218010
8118115852.741354,48608350554.162811,6700222864.420991,49095654780.446480
8132641845.239732,48650605222.409378,6714895857.973090,49138332875.878899
8147180459.012343,48692855550.136101,6729581600.826830,49181006586.706612
8161731692.762433,48735101533.573387,6744280091.673109,49223675909.121353
8176295545.192112,48777343168.951996,6758991329.201694,49266340839.315170
8190872015.002372,48819580452.503067,6773715312.101209,49309001373.480591
8205461100.893070,48861813380.458176,6788452039.059146,49351657507.810478
8220062801.562945,48904041949.049255,6803201508.761864,49394309238.498093
8234677115.709614,48946266154.508591,6817963719.894580,49436956561.737091
8249304042.029561,48988485993.068954,6832738671.141378,49479599473.721542
8263943579.218146,49030701460.963394,6847526361.185202,49522237970.645866
8278595725.969608,49072912554.425407,6862326788.707866,49564872048.704903
8293260480.977059,49115119269.688889,6877139952.390047,49607501704.093903
8307937842.932488,49157321602.988106,6891965850.911284,49650126933.008469
8322627810.526756,49199519550.557709,6906804482.949985,49692747731.644615
8337330382.449605,49241713108.632736,6921655847.183417,49735364096.198746
8352045557.389647,49283902273.448639,6936519942.287718,49777976022.867699
8366773334.034371,49326087041.241264,6951396766.937883,49820583507.848633
8381513711.070149,49368267408.246819,6966286319.807781,49863186547.339172
8396266687.182218,49410443370.701958,6981188599.570142,49905785137.537292
8411032261.054697,49452614924.843643,6996103604.896560,49948379274.641380
8425810431.370582,49494782066.909317,7011031334.457499,49990968954.850189
8440601196.811742,49536944793.136757,7025971786.922281,50033554174.362900
8455404556.058930,49579103099.764145,7040924960.959101,50076134929.379105
8470220507.791768,49621256983.030083,7055890855.235015,50118711216.098785
8485049050.688754,49663406439.173553,7070869468.415948,50161283030.722267
8499890183.427266,49705551464.433914,7085860799.166695,50203850369.450356
8514743904.683560,49747692055.050949,7100864846.150905,50246413228.484192
8529610213.132769,49789828207.264809,7115881608.031102,50288971604.025330
8544489107.448902,49831959917.316063,7130911083.468678,50331525492.275726
8559380586.304846,49874087181.445671,7145953271.123888,50374074889.437744
8574284648.372363,49916209995.894974,7161008169.655852,50416619791.714149
8589201292.322093,49958328356.905739,7176075777.722560,50459160195.308083
8604130516.823557,50000442260.720093,7191156093.980865,50501696096.423134
8619072320.545151,50042551703.580574,7206249117.086496,50544227491.263229
8634026702.154158,50084656681.730133,7221354845.694038,50586754376.032753
8648993660.316723,50126757191.412132,7236473278.456947,50629276746.936432
8663973193.697878,50168853228.870270,7251604414.027551,50671794600.179428
8678965300.961529,50210944790.348694,7266748251.057039,50714307931.967316
8693969980.770472,50253031872.091934,7281904788.195471,50756816738.506050
8708987231.786367,50295114470.344955,7297074024.091774,50799321016.002014
8724017052.669764,50337192581.353065,7312255957.393743,50841820760.661934
8739059442.080086,50379266201.361984,7327450586.748046,50884315968.693024
8754114398.675636,50421335326.617882,7342657910.800208,50926806636.302841
8769181921.113596,50463399953.367294,7357877928.194633,50969292759.699371
8784262008.050020,50505460077.857132,7373110637.574586,51011774335.090988
8799354658.139853,50547515696.334732,7388356037.582202,51054251358.686508
8814459870.036911,50589566805.047821,7403614126.858484,51096723826.695061
8829577642.393900,50631613400.244568,7418884904.043310,51139191735.326309
8844707973.862394,50673655478.173508,7434168367.775418,51181655080.790199
8859850863.092844,50715693035.083611,7449464516.692425,51224113859.297173
8875006308.734591,50757726067.224167,7464773349.430805,51266568067.058037
8890174309.435862,50799754570.844978,7480094864.625909,51309017700.283981
8905354863.843752,50841778542.196190,7495429060.911959,51351462755.186676
8920547970.604239,50883797977.528366,7510775936.922039,51393903227.978127
8935753628.362181,50925812873.092484,7526135491.288107,51436339114.870766
8950971835.761316,50967823225.139877,7541507722.640990,51478770412.077454
8966202591.444267,51009829029.922333,7556892629.610384,51521197115.811462
8981445894.052528,51051830283.692032,7572290210.824859,51563619222.286446
8996701742.226486,51093826982.701546,7587700464.911850,51606036727.716492
9011970134.605400,51135819123.203911,7603123390.497662,51648449628.316063
9027251069.827414,51177806701.452469,7618558986.207476,51690857920.300056
9042544546.529551,51219789713.701073,7634007250.665336,51733261599.883766
9057850563.347715,51261768156.203911,7649468182.494162,51775660663.282890
9073169118.916693,51303742025.215591,7664941780.315737,51818055106.713585
9088500211.870155,51345711316.991180,7680428042.750726,51860444926.392372
9103843840.840647,51387676027.786095,7695926968.418662,51902830118.536209
9119200004.459612,51429636153.856163,7711438555.937941,51945210679.362404
9134568701.357359,51471591691.457657,7726962803.925838,51987586605.088745
9149949930.163086,51513542636.847221,7742499710.998497,52029957891.933426
9165343689.504856,51555488986.281921,7758049275.770933,52072324536.115036
9180749978.009642,51597430736.019249,7773611496.857038,52114686533.852570
9196168794.303288,51639367882.317101,7789186372.869559,52157043881.365456
9211600137.010519,51681300421.433762,7804773902.420131,52199396574.873520
9227044004.754938,51723228349.627937,7820374084.119255,52241744610.596977
9242500396.159037,51765151663.158775,7835986916.576305,52284087984.756531
9257969309.844185,51807070358.285782,7851612398.399527,52326426693.573242
9273450744.430643,51848984431.268929,7867250528.196033,52368760733.268570
9288944698.537550,51890893878.368568,7882901304.571829,52411090100.064445
9304451170.782928,51932798695.845467,7898564726.131765,52453414790.183174
9319970159.783686,51974698879.960777,7914240791.479578,52495734799.847496
9335501664.155617,52016594426.976143,7929929499.217876,52538050125.280571
9351045682.513380,52058485333.153534,7945630847.948143,52580360762.705933
9366602213.470547,52100371594.755409,7961344836.270730,52622666708.347588
9382171255.639551,52142253208.044571,7977071462.784865,52664967958.429955
9397752807.631712,52184130169.284309,7992810726.088649,52707264509.177826
9413346868.057251,52226002474.738251,8008562624.779054,52749556356.816429
9428953435.525257,52267870120.670486,8024327157.451929,52791843497.571419
9444572508.643705,52309733103.345520,8040104322.701994,52834125927.668884
9460204086.019453,52351591419.028267,8055894119.122845,52876403643.335327
9475848166.258253,52393445063.984062,8071696545.306947,52918676640.797630
9491504747.964735,52435294034.478630,8087511599.845644,52960944916.283127
9507173829.742416,52477138326.778137,8103339281.329152,53003208466.019569
9522855410.193695,52518977937.149155,8119179588.346559,53045467286.235138
9538549487.919859,52560812861.858688,8135032519.485832,53087721373.158394
9554256061.521086,52602643097.174156,8150898073.333812,53129970723.018364
9569975129.596426,52644468639.363388,8166776248.476210,53172215332.044472
9585706690.743824,52686289484.694626,8182667043.497616,53214455196.466568
9601450743.560108,52728105629.436554,8198570456.981490,53256690312.514961
9617207286.640984,52769917069.858238,8214486487.510176,53298920676.420334
9632976318.581059,52811723802.229202,8230415133.664885,53341146284.413795
9648757837.973818,52853525822.819374,8246356394.025702,53383367132.726891
9664551843.411627,52895323127.899094,8262310267.171595,53425583217.591560
9680358333.485754,52937115713.739105,8278276751.680404,53467794535.240234
9696177306.786335,52978903576.610626,8294255846.128843,53510001081.905716
9712008761.902405,53020686712.785255,8310247549.092503,53552202853.821236
9727852697.421875,53062465118.535042,8326251859.145851,53594399847.220436
9743709111.931555,53104238790.132401,8342268774.862230,53636592058.337425
9759578004.017134,53146007723.850250,8358298294.813856,53678779483.406746
9775459372.263187,53187771915.961845,8374340417.571825,53720962118.663277
9791353215.253187,53229531362.740906,8390395141.706111,53763139960.342384
9807259531.569475,53271286060.461624,8406462465.785562,53805313004.679893
9823178319.793299,53313036005.398499,8422542388.377899,53847481247.912010
9839109578.504782,53354781193.826569,8438634908.049725,53889644686.275375
9855053306.282940,53396521622.021225,8454740023.366513,53931803316.007004
9871009501.705671,53438257286.258301,8470857732.892627,53973957133.344475
9886978163.349771,53479988182.814072,8486988035.191293,54016106134.525642
9902959289.790918,53521714307.965195,8503130928.824622,54058250315.788925
9918952879.603674,53563435657.988823,8519286412.353600,54100389673.373070
9934958931.361496,53605152229.162483,8535454484.338091,54142524203.517281
9950977443.636728,53646864017.764137,8551635143.336842,54184653902.461189
9967008415.000605,53688571020.072174,8567828387.907468,54226778766.444855
9983051844.023228,53730273232.365425,8584034216.606465,54268898791.708839
9999107729.273624,53771970650.923103,8600252627.989210,54311013974.494011
10015176069.319691,53813663272.024872,8616483620.609959,54353124311.041786
10031256862.728207,53855351091.950890,8632727193.021843,54395229797.593903
10036619894.363712,53869245964.355385,8638144512.418041,54409263881.351624
